cmty_name_lj,cmty_name,sp_distance,district_name,city_name
卫生部小区,交大东路48号院,204,海淀区,北京市
卫生部小区,净土寺卫生部小区,24,海淀区,北京市
卫生部小区,交大东路52号院,120,海淀区,北京市
卫生部小区,交大东路50号院,189,海淀区,北京市
厂洼西街6号院,北京电视台家属楼,122,海淀区,北京市
厂洼西街6号院,厂洼01号院,105,海淀区,北京市
吴家村路10号院,吴家村10号院,81,海淀区,北京市
吴家村路10号院,橙色年代,245,海淀区,北京市
四道口5号院,四道口路5号院,1,海淀区,北京市
四道口5号院,学院南路39号院,95,海淀区,北京市
四道口5号院,皂君庙甲2号院,154,海淀区,北京市
四道口5号院,文林大厦,136,海淀区,北京市
四道口5号院,中央财经大学家属院,136,海淀区,北京市
四道口5号院,四道口路小区,58,海淀区,北京市
城建小区,地铁建安物业太平湖小区,90,海淀区,北京市
城建小区,德胜门西大街7号院,80,海淀区,北京市
城建小区,新外大街甲4号院,89,海淀区,北京市
复兴路乙59号,复兴路乙59号院,20,海淀区,北京市
复兴路乙59号,万寿路甲6号院,80,海淀区,北京市
复兴路甲65号,首都医科大学家属楼,118,海淀区,北京市
复兴路甲65号,复兴路甲65号院,20,海淀区,北京市
复兴路甲65号,北京市复兴路甲65号院,81,海淀区,北京市
复兴路甲65号,万寿路4号院,158,海淀区,北京市
外文局宿舍,大慧寺7号院,40,海淀区,北京市
外文局宿舍,国家海洋局大院,117,海淀区,北京市
大牛坊,大牛坊(一期),30,海淀区,北京市
大牛坊三期,大牛坊四区,191,海淀区,北京市
大牛坊四期,大牛坊四区,82,海淀区,北京市
太平路甲26号,太平路甲26号院,102,海淀区,北京市
学院南路乙12号,学院南路乙12号院,15,海淀区,北京市
安宁里,上林溪,248,海淀区,北京市
安宁里,安宁里(北区),24,海淀区,北京市
富力桃园A区,富力桃园(A区),32,海淀区,北京市
富力桃园A区,富力桃园(B区),130,海淀区,北京市
富力桃园C区,富力桃园(B区),204,海淀区,北京市
富力桃园C区,富力桃园(C区),43,海淀区,北京市
小泥湾,中关村大街46号院,45,海淀区,北京市
小泥湾,双榆树西里小区,48,海淀区,北京市
小营干休所,小营东路10号院,27,海淀区,北京市
小营干休所,小营前屯路57号小区,81,海淀区,北京市
山水倾城,怡水园,14,海淀区,北京市
山水倾城,万柳怡水园,20,海淀区,北京市
工商大学东校区,增光路43号院,105,海淀区,北京市
御墅临枫锦园一区,玉树临枫锦园一区,45,海淀区,北京市
御墅临枫锦园三区,御墅临枫,160,海淀区,北京市
德胜门西大街甲5号,新外大街甲4号院,59,海淀区,北京市
德胜门西大街甲5号,德胜门西大街甲5号院,80,海淀区,北京市
德胜门西大街甲5号,地铁建安物业太平湖小区,54,海淀区,北京市
德胜门西大街甲5号,德胜门外西大街甲5号小区,61,海淀区,北京市
志新村,志新村小区,66,海淀区,北京市
志新西路七号院,二里庄小区,204,海淀区,北京市
志新西路七号院,志新西路7号院,25,海淀区,北京市
怡升园,中国海关59号,309,海淀区,北京市
怡升园,中关村东路96号院,58,海淀区,北京市
怡升园,中关村331号楼,80,海淀区,北京市
怡升园,西格玛公寓,304,海淀区,北京市
怡升园,怡升园商务公寓,6,海淀区,北京市
成府公馆,三才堂小区,118,海淀区,北京市
成府公馆,东升园,189,海淀区,北京市
成府公馆,大通成府公馆,37,海淀区,北京市
成府公馆,清华园铁路宿舍,58,海淀区,北京市
戛纳35号院,学院路38号院,115,海淀区,北京市
教委计生委大院,中关村北区,109,海淀区,北京市
教委计生委大院,保福寺小区,133,海淀区,北京市
教委计生委大院,恒兴大厦,258,海淀区,北京市
教委计生委大院,中关村322号楼,29,海淀区,北京市
教委计生委大院,中关村320号楼,94,海淀区,北京市
教委计生委大院,中关村325号楼,44,海淀区,北京市
文慧园10号院,文慧园10号公寓,34,海淀区,北京市
文慧园10号院,文慧北园,130,海淀区,北京市
文慧园15号16公寓,文慧园13号公寓,47,海淀区,北京市
文慧园15号16公寓,文慧园,63,海淀区,北京市
文慧园15号16公寓,文慧园甲1号,133,海淀区,北京市
文慧园15号16公寓,今典花园二期,304,海淀区,北京市
文慧园15号16公寓,威凯星期八,54,海淀区,北京市
文慧园北路甲26号,志强北园19号楼,189,海淀区,北京市
文慧园北路甲26号,文慧园10号公寓,67,海淀区,北京市
文慧园路甲1号,文慧园甲1号,24,海淀区,北京市
文慧园路甲1号,志强南园,203,海淀区,北京市
新华社书店宿舍,万寿路5号院,24,海淀区,北京市
新华社书店宿舍,万寿路大件厂宿舍,24,海淀区,北京市
新华社书店宿舍,大件厂宿舍,24,海淀区,北京市
新华社书店宿舍,万寿路12号院,120,海淀区,北京市
新华社书店宿舍,万寿路5号楼5单元102室,94,海淀区,北京市
新外大街21号院,新街口外大街21号院,73,海淀区,北京市
新外大街31号院,新外大街31号,5,海淀区,北京市
新外大街31号院,文慧园公寓,245,海淀区,北京市
新外大街31号院,文慧园路2号院,61,海淀区,北京市
新外大街31号院,五月华庭,161,海淀区,北京市
新外大街31号院,新街口外大街31号院,66,海淀区,北京市
新外大街31号院,文慧园甲2号院,77,海淀区,北京市
新外大街甲25号院,新街口外大街25号院,93,海淀区,北京市
新建宫门11号院,新建宫门路11号院,25,海淀区,北京市
新建宫门11号院,新建宫门路35号院,40,海淀区,北京市
机械研究院东区,新苑街10号院,61,海淀区,北京市
枫蓝国际,枫蓝国际中心,130,海淀区,北京市
枫蓝国际,学院南路32号院,313,海淀区,北京市
枫蓝国际,枫蓝国际公寓,3,海淀区,北京市
柳林馆,柳林馆南里,127,海淀区,北京市
毛纺住宅北小区,毛纺厂小区,19,海淀区,北京市
水利局一处宿舍,水利一处宿舍,63,海淀区,北京市
水利局一处宿舍,安宁庄后街13号院,122,海淀区,北京市
水利局一处宿舍,安宁庄东路6号院,76,海淀区,北京市
水利局小区,天秀花园澄秀园,36,海淀区,北京市
水利局小区,水利社区1号院,13,海淀区,北京市
水利局小区,圆明园西路1号院,59,海淀区,北京市
水利局小区,澄秀园,118,海淀区,北京市
水利局小区,天秀花园久盛居,118,海淀区,北京市
水利局小区,水利社区l号院,32,海淀区,北京市
水利局小区,水利社区二号院,37,海淀区,北京市
水科院,复兴路甲1号院,158,海淀区,北京市
水科院,中国水利水电科学研究院小区,70,海淀区,北京市
水科院,水科院小区,45,海淀区,北京市
永定华庭,塞纳维拉永定华庭,89,海淀区,北京市
永定华庭,永定路18号院,36,海淀区,北京市
永定华庭,玉兰园,136,海淀区,北京市
永定华庭,永定路22号院,41,海淀区,北京市
永金里小区,金沟河路1号院,309,海淀区,北京市
永金里小区,永金里住宅小区,77,海淀区,北京市
测绘院宿舍,北蜂窝103号院,309,海淀区,北京市
测绘院宿舍,博望园,59,海淀区,北京市
测绘院宿舍,羊坊店路16号院,160,海淀区,北京市
海丰园公寓,六道口静淑苑,245,海淀区,北京市
海丰园公寓,海丰园,78,海淀区,北京市
海云轩,远洋风景,245,海淀区,北京市
海云轩,迈豪时代,127,海淀区,北京市
海云轩,海云轩公寓,44,海淀区,北京市
海洋局小区,国家海洋局大院,135,海淀区,北京市
海洋局小区,大慧寺7号院,152,海淀区,北京市
海洋局小区,大慧寺8号院,26,海淀区,北京市
涧桥泊屋,新纪元家园,15,海淀区,北京市
溪山嘉园,溪山嘉园东府里,161,海淀区,北京市
澐澐国际,吴家场路53号楼,135,海淀区,北京市
澐澐国际,莲宝路9号院,89,海淀区,北京市
燕西台,燕西台别墅,115,海淀区,北京市
燕西台,燕西台公寓(别墅),130,海淀区,北京市
王致和腐乳厂宿舍,王致和宿舍,18,海淀区,北京市
王致和腐乳厂宿舍,雪芳园,89,海淀区,北京市
王致和腐乳厂宿舍,大苑海淀名著,160,海淀区,北京市
生态园,中科院半导体宿舍,118,海淀区,北京市
电车厂宿舍,文慧园路2号院,94,海淀区,北京市
电车厂宿舍,五月华庭,102,海淀区,北京市
电车厂宿舍,文慧园路甲2号院,120,海淀区,北京市
电车厂宿舍,文慧园路5号小区,109,海淀区,北京市
电车厂宿舍,新街口外大街31号院,158,海淀区,北京市
电车厂宿舍,文慧园甲2号院,73,海淀区,北京市
盲人学校家属楼,汇秀轩小区,27,海淀区,北京市
盲人学校家属楼,美丽星苑,78,海淀区,北京市
知春大厦,理想大厦,154,海淀区,北京市
知春大厦,中关村106号院,245,海淀区,北京市
碧水云天,碧水云天颐园(东区),37,海淀区,北京市
碧水云天,碧水云天颐园,47,海淀区,北京市
稻香园,港沟15号院,87,海淀区,北京市
空间物理所小区,西五道口1号楼,313,海淀区,北京市
空间物理所小区,中关村322号楼,152,海淀区,北京市
索家坟,索家坟2号,5,海淀区,北京市
索家坟,索家坟29号院,154,海淀区,北京市
索家坟,文慧园10号院 甲1号楼,105,海淀区,北京市
索家坟,文慧园10号院甲1号楼,105,海淀区,北京市
索家坟,索家坟20号院,127,海淀区,北京市
紫竹院小区,昌运宫9号院,66,海淀区,北京市
紫竹院小区,紫竹院路,6,海淀区,北京市
紫竹院小区,紫竹院路小区,19,海淀区,北京市
绿波漫板,裕泽园,109,海淀区,北京市
羊坊店路3号院,新华社皇亭子宿舍,143,海淀区,北京市
翠微路4号,罗道庄,136,海淀区,北京市
翠微路平台村,罗道庄,204,海淀区,北京市
翠微路平台村,翠微路4号院,92,海淀区,北京市
翠微路平台村,平台村,92,海淀区,北京市
翠微路平台村,翠微路10号院,57,海淀区,北京市
航天五院小区,中关村南大街34号院,313,海淀区,北京市
航天五院小区,中关村南大街31号院,107,海淀区,北京市
西三环北路89号院,车公庄西路35号院,304,海淀区,北京市
西八里庄北里甲1号院,裕和宿舍B楼,258,海淀区,北京市
西八里庄北里甲1号院,裕和宿舍A楼,258,海淀区,北京市
西六砖瓦厂家属楼,宏丰西路1号院,118,海淀区,北京市
西区邮电局,金沟河路17号院,160,海淀区,北京市
西区邮电局,金沟河路15号院,40,海淀区,北京市
西区邮电局,请输入小区名或小区地址,70,海淀区,北京市
西区邮电局,金沟河15号院,47,海淀区,北京市
西区邮电局,永定路25号院,32,海淀区,北京市
西单宿舍,牛奶厂宿舍,109,海淀区,北京市
西单宿舍,花园北路38号院,38,海淀区,北京市
西山美墅馆L区,宿舍,56,海淀区,北京市
西直门北大街43号院,时代之光,203,海淀区,北京市
西颐北馆,北三环西路45号院,10,海淀区,北京市
观林园,宝盛里观林园,90,海淀区,北京市
车公庄西路38号院,车公庄西路45号院,158,海淀区,北京市
车公庄西路38号院,增光路45号院,258,海淀区,北京市
车公庄西路38号院,中国劳动关系学院家属楼,258,海淀区,北京市
车公庄西路38号院,三虎桥南路25号院,135,海淀区,北京市
车道沟10号院,紫竹院路7号院,258,海淀区,北京市
车道沟10号院,车道沟北里,88,海淀区,北京市
车道沟10号院,车道沟10号院（南区）,191,海淀区,北京市
车道沟10号院,车道沟10号院(南区),191,海淀区,北京市
轮胎厂宿舍,新康园,245,海淀区,北京市
邮局家属楼,清河镇邮局宿舍,10,海淀区,北京市
邮局宿舍,北京北大燕北园,309,海淀区,北京市
邮局宿舍,圆明园西路51号院,56,海淀区,北京市
酿造六厂宿舍,豪柏国际公寓,62,海淀区,北京市
酿造六厂宿舍,豪柏大厦,92,海淀区,北京市
酿造六厂宿舍,紫竹院路62院,115,海淀区,北京市
金隅美和园东区,美和园东区,92,海淀区,北京市
金隅翡丽一期,金隅翡丽华庭,76,海淀区,北京市
金隅翡丽铂爵郡,润生园,189,海淀区,北京市
钢铁研究院,高粱斜街,94,海淀区,北京市
钢铁研究院,高粱桥斜街甲30号院,143,海淀区,北京市
铁东小区,黄庄市话楼,189,海淀区,北京市
铁东小区,北蜂窝路15号院,130,海淀区,北京市
铁医路1号院,北蜂窝中路15号院,203,海淀区,北京市
铁医路1号院,合作大院,27,海淀区,北京市
铁建大院,复兴路40号院,136,海淀区,北京市
铁建大院,复兴路46号,133,海淀区,北京市
铁西小区,铁路西宿舍,89,海淀区,北京市
铁西小区,电信宿舍,117,海淀区,北京市
铁西小区,信悦华庭,191,海淀区,北京市
铁西小区,铁西住宅小区,46,海淀区,北京市
铁道科学研究院,大柳树路2号院南区,23,海淀区,北京市
铁道科学研究院,大柳树路2号院北区,81,海淀区,北京市
铁道部宿舍,品阁小区,67,海淀区,北京市
铁道部宿舍,交大东路30号院,22,海淀区,北京市
铁道部宿舍,笑祖塔院,309,海淀区,北京市
锋尚国际,锋尚国际公寓,10,海淀区,北京市
锋尚国际,育体南路,248,海淀区,北京市
锋尚国际,99小区,248,海淀区,北京市
长河湾,西城区西直门钻河公馆,142,海淀区,北京市
长河湾,钻河公馆,191,海淀区,北京市
长河湾,交大东路66号院,122,海淀区,北京市
韦伯时代中心,中关村南大街19号院,94,海淀区,北京市
韦伯时代中心,民族歌舞团宿舍,97,海淀区,北京市
领秀新硅谷2号院,领秀硅谷社区,161,海淀区,北京市
颐和园宿舍,新建宫门路21号院,204,海淀区,北京市
颐源居一期,普惠北里,161,海淀区,北京市
颐源居一期,水利新宿舍,158,海淀区,北京市
颐源居三期,翠微路4号院,61,海淀区,北京市
香山煤厂街27号院,煤厂街27号院(东区),28,海淀区,北京市
高巢,高巢小区,8,海淀区,北京市
鲁艺上河村一区,鲁园上河村一区,10,海淀区,北京市
鲁艺上河村一区,远大园三区,313,海淀区,北京市
鲁艺上河村三区,鲁园上河村三区,54,海淀区,北京市
龙湖唐宁one,北京龙湖唐宁one小区,70,海淀区,北京市
久筑物业,久筑社区,11,石景山区,北京市
京汉旭城三期,京汉旭城家园,134,石景山区,北京市
十万坪,十万平小区,59,石景山区,北京市
十万坪,古城现代嘉园68号院7号楼,682,石景山区,北京市
古城西路,首钢古城西路居民区,64,石景山区,北京市
工疗宿舍,工人疗养院,95,石景山区,北京市
广宁村,广宁村新立楼,125,石景山区,北京市
海特花园小区,林业楼小区,124,石景山区,北京市
燕山水泥厂,京原路68号院,51,石景山区,北京市
燕山水泥厂,国旗公寓6号楼,194,石景山区,北京市
现代建材公司,高井路联勤家园,358,石景山区,北京市
田村山南路18号院,翠谷玉景苑,682,石景山区,北京市
田村山南路20号院,翠谷玉景苑,966,石景山区,北京市
翠谷玉景,翠谷玉景苑,71,石景山区,北京市
老山驾校,老山西街7号院,20,石景山区,北京市
苹果园小区一区,首钢苹一区居民区,153,石景山区,北京市
苹果园小区四区,金泰阁,46,石景山区,北京市
苹果园小区四区,苹果园四区,65,石景山区,北京市
茂华景公阁,八角北路11号院,63,石景山区,北京市
茂华景公馆,茂华Z公馆,65,石景山区,北京市
茂华景公馆,茂华Z公阁,91,石景山区,北京市
西井小区三区,西井三区,54,石景山区,北京市
西井小区二区,西井居民小区,60,石景山区,北京市
赵山,赵山小区,81,石景山区,北京市
重兴园,重兴园小区,87,石景山区,北京市
金谷香郡,西山峻景,194,石景山区,北京市
高井,高井宿舍,91,石景山区,北京市
高能物理研究所,复兴路40号东院,323,石景山区,北京市
三里河东路,二七剧场路13号院,133,西城区,北京市
三里河二区B区,军博小区,3,西城区,北京市
三里河二区B区,三里河二区住宅小区B区,51,西城区,北京市
三里河二区B区,三里河二区,119,西城区,北京市
下斜街,康乐里小区,145,西城区,北京市
东南园,大安澜营胡同小区,24,西城区,北京市
东南园,樱桃斜街小区,94,西城区,北京市
东南园,大安澜营社区,6,西城区,北京市
东南园,东南园小区,80,西城区,北京市
东明胡同,滨海胡同小区,198,西城区,北京市
东明胡同,小院胡同,17,西城区,北京市
东明胡同,东明胡同小区,104,西城区,北京市
东桃园,后桃园胡同小区9号院,42,西城区,北京市
东桃园,前桃园胡同,8,西城区,北京市
东桃园,后桃园,74,西城区,北京市
东桃园,前桃园胡同小区,58,西城区,北京市
东经路,东经路6号院,65,西城区,北京市
中京几道,京畿道小区,198,西城区,北京市
二七剧场路,二七剧场路13号院,14,西城区,北京市
二龙路,京畿道小区,74,西城区,北京市
二龙路,皮库胡同小区,77,西城区,北京市
京师吉地,吉第嘉园,12,西城区,北京市
京畿道,京畿道小区,94,西城区,北京市
人定湖北巷,人定湖北巷1号院,25,西城区,北京市
佟麟阁路62号院,新华社小区,12,西城区,北京市
佟麟阁路62号院,华新苑,124,西城区,北京市
佟麟阁路62号院,头发胡同71号,114,西城区,北京市
侨办大院,百万庄中里,16,西城区,北京市
儒福里,儒福里小区,14,西城区,北京市
公安大学,公安大学住宅小区,181,西城区,北京市
六铺炕一区6号院,六铺炕一区,62,西城区,北京市
前半壁街,后半壁街8号楼,62,西城区,北京市
前半壁街,前半壁街小区,117,西城区,北京市
前桃园1号,马相西巷,125,西城区,北京市
前桃园1号,前桃园胡同小区,18,西城区,北京市
前桃园1号,后桃园胡同小区,94,西城区,北京市
前毛家湾3号,中毛家湾,181,西城区,北京市
前毛家湾3号,前毛家湾3号院,17,西城区,北京市
北欧印象,马连道路欧园北欧印象,42,西城区,北京市
北欧印象,欧园北欧印象,43,西城区,北京市
北欧印象,茶马街6号院,245,西城区,北京市
北滨河路2号院,广电总局西便门小区,60,西城区,北京市
北环中心,华尊大厦,99,西城区,北京市
华裕园小区,华裕园,48,西城区,北京市
南横西街,双槐里小区,133,西城区,北京市
南横西街,南横西街92号院,49,西城区,北京市
南纬路,南纬路12号院,70,西城区,北京市
南纬路南巷7号,富力信然庭,122,西城区,北京市
南纬路南巷7号,南纬路南巷九号院,68,西城区,北京市
危改小区,西直门北大街,124,西城区,北京市
双槐里,双槐里小区,145,西城区,北京市
右安门内西街1号院,迎春里,21,西城区,北京市
右安门内西街1号院,右内西街甲1号院,17,西城区,北京市
右安门内西街甲10号院,右内西街甲10号院,29,西城区,北京市
右安门内西街甲10号院,右安门内西街小区,51,西城区,北京市
后帽胡同,后帽胡同小区,52,西城区,北京市
国务院宿舍,西便门外东大街小区,70,西城区,北京市
国电中兴家园,南营房小区,98,西城区,北京市
国电中兴家园,南营房24栋,98,西城区,北京市
国电中兴家园,月坛北街5号院,245,西城区,北京市
国电中兴家园,国电中兴嘉园,16,西城区,北京市
国电中兴家园,水电部宿舍,66,西城区,北京市
国电中兴家园,南营房一区,4,西城区,北京市
国英一号,永祥东巷小区,56,西城区,北京市
国英绿景公寓,葱店胡同小区,122,西城区,北京市
复地西绒线26号,佳慧雅园,74,西城区,北京市
复地西绒线26号,复地天赋,24,西城区,北京市
复地西绒线26号,贤孝里胡同小区,198,西城区,北京市
大乘巷,大觉胡同小区,43,西城区,北京市
大六部口,大六部口街26号院,133,西城区,北京市
大六部口,双栅栏胡同小区,198,西城区,北京市
大六部口,六部口社区,117,西城区,北京市
大六部口,西安福胡同小区,58,西城区,北京市
大六部口,大六部口街24号院,96,西城区,北京市
大木仓胡同35号,辟才胡同42号院,96,西城区,北京市
大木仓胡同35号,大木仓胡同35号院,93,西城区,北京市
大红罗厂3号院,大红罗厂1号院,69,西城区,北京市
大红罗厂3号院,小拐棒胡同小区,133,西城区,北京市
大红罗厂3号院,大红罗厂乙3号小区,107,西城区,北京市
大红罗厂3号院,西黄城根北街甲9号院,66,西城区,北京市
大红罗厂3号院,大拐棒胡同小区,119,西城区,北京市
天仙胡同,新文化街小区,198,西城区,北京市
天仙胡同,新文化街80号院,133,西城区,北京市
天仙胡同,天仙胡同小区,80,西城区,北京市
天仙胡同,新文化街84号小区,104,西城区,北京市
天仙胡同,东太平街48号,43,西城区,北京市
天安国汇,天安国汇国际公寓,13,西城区,北京市
天安国汇,佳慧雅园,114,西城区,北京市
太仆寺33号院,灵境胡同小区,74,西城区,北京市
太仆寺33号院,太仆寺街33号院,44,西城区,北京市
太平仓胡同14号院,太平仓胡同小区,107,西城区,北京市
太平仓胡同14号院,中毛家湾胡同小区,124,西城区,北京市
太平桥大街,羊肉胡同120号院,102,西城区,北京市
太平街20号旁门,永定门内西街北里,41,西城区,北京市
太平街甲乙18号院,三四零一小区,104,西城区,北京市
姚家井二巷,姚家井小区,133,西城区,北京市
姚家井二巷,龙爪槐胡同,198,西城区,北京市
姚家井二巷,里仁街2号院,117,西城区,北京市
安平里,厂甸11号院,145,西城区,北京市
安德路,滨河小区,74,西城区,北京市
安德路,六铺炕水电小区,51,西城区,北京市
宣武门外东大街,宣东大街,95,西城区,北京市
富通大厦,北礼士路乙56号小区,96,西城区,北京市
富通大厦,车公庄大街2号院,124,西城区,北京市
富通大厦,北礼土路131号,69,西城区,北京市
富通大厦,车公庄大街1号院,198,西城区,北京市
展览路24号院,展览馆路24号院,32,西城区,北京市
广安苑二期,车站东街13号院,12,西城区,北京市
广安苑二期,广外南街49号小区,122,西城区,北京市
广安苑二期,椿树馆街35号院,99,西城区,北京市
广安门外车站东街,车站东街甲9号院,72,西城区,北京市
广安门外车站东街,广安门外南街甲47号小区,109,西城区,北京市
广益大厦,广义街3号小区,111,西城区,北京市
庄胜二期,庄胜二期(芳芷苑|芳庭苑),75,西城区,北京市
德胜置业,什坊街,122,西城区,北京市
德胜置业,黄寺大街小区,133,西城区,北京市
德胜置业,黄寺大街26号院,38,西城区,北京市
德胜门外大街1号院,吉第嘉园,71,西城区,北京市
文兴街3号院,文兴街4号院,71,西城区,北京市
文兴街3号院,西外南路21号院,145,西城区,北京市
文兴街3号院,西外南路,114,西城区,北京市
文兴街3号院,郝家湾小区,65,西城区,北京市
文兴街3号院,西直门外南路,98,西城区,北京市
新外大街10号院,新街口外大街10号院,70,西城区,北京市
新外大街10号院,新街口外大街8号院,53,西城区,北京市
新外大街28号院,新外大街,119,西城区,北京市
新外大街28号院,新街口外大街28号院,12,西城区,北京市
新外大街6号院,延安大院,99,西城区,北京市
新外大街6号院,新街口外大街6号院,34,西城区,北京市
新外大街6号院,新外大街甲8号院,124,西城区,北京市
新外大街6号院,新街口外大街甲8号院,80,西城区,北京市
新外大街甲28号,新外大街,77,西城区,北京市
新康街甲一号,新康街甲1号院,64,西城区,北京市
新康街甲一号,天兆家园,119,西城区,北京市
新康街甲一号,新康街,107,西城区,北京市
新康街甲一号,德胜里西街5号小区,181,西城区,北京市
月坛北街,月坛西街西里11号楼,75,西城区,北京市
木樨地,木樨地北里,119,西城区,北京市
朱雀门,三四零一小区,245,西城区,北京市
枫桦豪景一期,枫桦豪景,15,西城区,北京市
槐柏树后街,槐柏树街甲9号楼,50,西城区,北京市
槐柏树后街,五金家属院,58,西城区,北京市
法源寺西里小区,牛街东里小区,245,西城区,北京市
法源寺西里小区,法源寺西里,98,西城区,北京市
海格国际,海格国际大厦,30,西城区,北京市
海格国际,富卓花园,125,西城区,北京市
温馨家园,西便门外大街,26,西城区,北京市
温馨家园,真武庙3条铁道部宿舍,145,西城区,北京市
牛街18,青春无限,245,西城区,北京市
牛街18,祥和家苑,119,西城区,北京市
牛街18,春风小区,119,西城区,北京市
牛街18,右北大街社区,107,西城区,北京市
牛街18,枣林前街,80,西城区,北京市
牛街18,沙栏胡同,114,西城区,北京市
牛街西里,白纸坊6号院,109,西城区,北京市
白云观,白云观南里,68,西城区,北京市
白云观,白云观街南里,69,西城区,北京市
百万庄13号院,百万庄大街17号院,109,西城区,北京市
百万庄13号院,百万庄大街13号院,34,西城区,北京市
百万庄13号院,双清园,21,西城区,北京市
百万庄17号院,百万庄大街甲21号院,93,西城区,北京市
百万庄17号院,双清园,75,西城区,北京市
百万庄17号院,百万庄大街17号院,15,西城区,北京市
百万庄7号院,百万庄大街7号院,31,西城区,北京市
百万庄7号院,融城NO.9,64,西城区,北京市
禄长街头条19号院,禄长街19号院,38,西城区,北京市
禄长街头条19号院,禄长街头条,30,西城区,北京市
莲花池东路,莲花池东路丙3号楼,117,西城区,北京市
莲花池东路,莲花池东路丙3号小区,42,西城区,北京市
融城,百万庄大街7号院,117,西城区,北京市
融城,融城NO.9,23,西城区,北京市
西交民巷27号院,前红井胡同小区,55,西城区,北京市
西四北大街160号,大红罗厂街小区,80,西城区,北京市
西四北大街160号,西四北二条,72,西城区,北京市
西四北大街160号,新成胡同,72,西城区,北京市
西廊下胡同二号院,西直门南小街小区,114,西城区,北京市
西廊下胡同二号院,葱店胡同小区,52,西城区,北京市
西廊下胡同二号院,西直门南大街10号楼,198,西城区,北京市
西斜街,西斜街36号小区,43,西城区,北京市
西直门南大街,车公庄大街1号院,198,西城区,北京市
西直门南大街,西四南大街小区,46,西城区,北京市
西直门南大街,中直西直门小区,124,西城区,北京市
西直门南大街,永祥胡同小区,98,西城区,北京市
西直门南小街,官园南里,114,西城区,北京市
西直门南小街,西派国际公寓,145,西城区,北京市
西绒线,南新平胡同小区,125,西城区,北京市
西黄城根45号院,东斜街16号小区,111,西城区,北京市
西黄城根45号院,西黄城根南街43号院,16,西城区,北京市
西黄城根45号院,西黄城根南街45号院,31,西城区,北京市
门楼巷,宣武区楼巷,16,西城区,北京市
门楼巷,培育胡同小区,102,西城区,北京市
门楼巷,醋章胡同小区,109,西城区,北京市
门楼巷,门楼巷小区,58,西城区,北京市
阔带胡同,玉桃园一区,83,西城区,北京市
阔带胡同,玉桃园,117,西城区,北京市
阜成门北大街,阜成门北大街15号院,13,西城区,北京市
阜成门北大街,百万庄大街2号院,245,西城区,北京市
阜成门外北街,阜外大街41号小区,83,西城区,北京市
阜成门外北街,"展览馆路小区(展览馆路33,37,39,41号楼)",107,西城区,北京市
阜成门外北街,阜成门外大街甲22号,125,西城区,北京市
鲍家街,中央音乐学院家属楼,104,西城区,北京市
黑窑厂东街,双柳树头条,96,西城区,北京市
11站,泉蔷佳苑,8,通州区,北京市
78墅,金隅78墅,39,通州区,北京市
K2玉蘭湾,K2玉兰湾,111,通州区,北京市
V7九间堂,K2清水湾(别墅),6,通州区,北京市
上潞园,上潞园小区,38,通州区,北京市
上潞园,上潞苑,100,通州区,北京市
世图印刷厂家属院,新华西街15号院,40,通州区,北京市
世纪星城三期,世纪星城,154,通州区,北京市
东营中街,东营中街35号院,19,通州区,北京市
中山大街108号院,B芳苑,46,通州区,北京市
中山大街108号院,中山大街小区,112,通州区,北京市
中山大街108号院,珺芳苑,54,通州区,北京市
中建红杉溪谷,北美佳苑,94,通州区,北京市
乔庄北街305号院,乔庄北街小区,46,通州区,北京市
乔庄北街6号院,乔庄北街小区,89,通州区,北京市
乔庄北街8号院,乔庄北街249号院,29,通州区,北京市
乔庄北街8号院,乔庄北区,26,通州区,北京市
云景里南大门,云景里南区,40,通州区,北京市
云景里白瓷砖,云景里,51,通州区,北京市
交通局家属院,北机家属楼,10,通州区,北京市
交通局家属院,新华联家园南区,129,通州区,北京市
光讯花园,通胡大街15号院,84,通州区,北京市
光讯花园,京运,62,通州区,北京市
光讯花园,光迅花园,100,通州区,北京市
公路局家属楼,东方生活区,129,通州区,北京市
北京光学仪器厂家属院,北光厂宿舍,162,通州区,北京市
北京光学仪器厂家属院,北光小区,98,通州区,北京市
北苑135号院,新华西街145号院,102,通州区,北京市
北苑135号院,河和居,61,通州区,北京市
合生滨江帝景一期,合生滨江帝景,132,通州区,北京市
复兴西里31号院,复兴里西路31号院,30,通州区,北京市
天赐良园一期,西富河园四号院,100,通州区,北京市
天赐良园一期,华诚小区,102,通州区,北京市
天赐良园东三期,华都家园,97,通州区,北京市
天赐良园二期,西富河园平房,67,通州区,北京市
天赐良园二期,天赐良缘二期,38,通州区,北京市
巴克摩界,陆航家属院,104,通州区,北京市
怡乐北街,翠屏北里西区,132,通州区,北京市
怡乐北街,怡乐北街小区,112,通州区,北京市
新北京中心,绿地中心广场,72,通州区,北京市
新城南关,新城南关小区,23,通州区,北京市
新城南关,潞河中学北街,98,通州区,北京市
新城南关,玉带河西街8号院,94,通州区,北京市
新潮嘉园一期,新潮嘉园,102,通州区,北京市
新潮嘉园一期,新潮嘉园一区,9,通州区,北京市
旗舰凯旋一期,万盛北里,102,通州区,北京市
旗舰凯旋二三期,海通梧桐苑,29,通州区,北京市
映翠居,映翠居甲22号楼,56,通州区,北京市
映翠居,映翠居小区,31,通州区,北京市
月亮城堡,月亮河城堡公寓,18,通州区,北京市
